Response Time,Availability,Throughput,Successability,Reliability,Compliance,Best Practices,Latency,Documentation,Service Name,Service Classification
138.07,30,1.7,30,72,89,86,2,11,VilibidVilibor,Bronze
127.75,94,4.1,98,73,100,84,1.25,91,SmsGate2,Bronze
311.57,63,6.1,63,73,78,84,35.5,26,pepstatsService,Gold
407,78,4.2,79,73,78,80,48.25,24,emmaService,Platinum
1112.25,78,2.8,79,73,78,84,75.25,17,BulportWeatherService,Platinum
216.5,89,5.2,90,60,89,69,77,3,clover,Silver
82,83,24.3,84,73,78,84,5,6,DOTSEmailValidate,Bronze
300.54,40,4,40,60,78,54,23.93,9,news,Gold
248,95,23.8,98,73,89,62,1,35,TorqueUnit,Gold
138.68,91,11.8,97,60,78,79,0.74,95,merchant-interface-mime,Bronze
67,83,25.1,84,78,89,89,3,6,Source_x0020_Code_x0020_Community_x0020_WebService,Bronze
104,92,17.1,97,73,100,80,30.67,4,isochoreService,Bronze
126.5,14,6.3,14,60,78,69,65.09,8,IPS,Bronze
510,100,13.9,100,73,100,80,1,3,LVISWebService,Platinum
469,98,13.1,100,67,78,77,0.67,93,Catalog,Platinum
490.23,88,5.8,96,60,78,79,1.08,90,AAIService,Platinum
481.33,88,0.8,96,67,78,82,1,96,IsPublicationScientific,Platinum
456.79,85,6.8,95,60,78,69,137.37,41,SortNumbers,Platinum
281,90,10.2,97,67,78,77,0.82,81,PolicyDocuments,Gold
401.62,86,8.1,95,60,78,74,0.77,61,bidlistconnection_web_services,Platinum
446,98,6.7,98,60,78,74,22.87,90,descseqService,Platinum
374,88,10.4,96,67,78,77,0.67,95,interop2,Platinum
357.35,92,7.3,97,60,78,74,2.1,91,CRMService_v1,Platinum
308.45,87,9.3,96,67,78,72,0.9,94,SoapTest,Gold
186.56,96,8.8,99,60,78,69,34.56,90,FpMLValidation,Silver
843.33,88,3.9,88,67,78,77,467,96,w_company,Platinum
485.67,93,7.8,98,67,78,77,1.11,97,twofeatService,Platinum
116,98,16.7,100,67,78,77,1.33,92,NumPager,Bronze
111.2,93,16.9,98,67,78,77,0.4,96,CReasonerService,Bronze
402.78,87,6.9,95,60,78,74,132.63,89,AccountServices,Platinum
474.91,91,5.8,97,60,78,74,162.87,86,QuranService,Platinum
136.71,90,3.8,97,60,78,74,5.23,93,getGeoInfo,Bronze
438,93,8.6,98,67,78,77,0.73,88,DOTSPackageTracking,Platinum
322.65,95,7.6,99,60,78,74,0.75,93,Public,Gold
118.75,86,12.8,95,67,78,77,0.87,41,aotm,Bronze
98.67,91,18.6,97,67,78,77,0.67,92,LDAPService,Bronze
492.13,88,6.8,96,60,78,74,1.33,95,X3WS,Platinum
151.4,53,5.6,54,73,67,84,88.4,34,SOAPReceive,Silver
93.5,86,9,86,73,78,84,3,36,Context,Bronze
140,86,8.3,86,73,78,84,2,34,COTS,Bronze
130.5,86,7.9,86,73,78,84,2,40,Cryptarithm,Bronze
96.5,86,13.3,86,73,78,84,3,37,grtnwsSOAP,Bronze
78,92,36.9,97,73,100,84,1,89,XWeb1003Port,Bronze
396.75,78,7.7,79,73,89,80,4,10,HBObauprodukte,Platinum
134.08,97,15.4,99,73,100,84,10.16,20,SOAPFaultService,Bronze
579.5,78,6,78,67,67,82,397.25,41,Servicio_saneamiento,Platinum
730.2,86,3.4,95,73,89,84,47.8,37,FileShopHandler,Platinum
82,72,13.8,72,67,89,72,4.5,4,TWSFissionDotNet,Bronze
305.75,70,5.7,70,73,89,84,2.13,7,revseqService,Gold
4740.76,93,0.8,98,67,78,82,23.14,7,RouteCalSrv2Service,Platinum
198.83,76,0.7,76,73,78,80,30.33,39,ManageNumbers,Silver
582,72,8.3,72,67,78,72,153.5,2,DOTSTimeZoneAppend,Platinum
151,93,3.7,98,73,89,62,31.5,12,XWeb1003Port,Silver
111.5,72,21.3,72,73,100,84,1,4,DOTSContactValidation,Bronze
173.67,63,12.7,63,80,100,87,3.34,11,PhoneNotify,Silver
185.33,63,9.7,63,80,100,87,107.66,12,PhoneNotify,Silver
122,63,9.6,63,80,100,87,2.33,4,PhoneNotify,Bronze
178.4,87,9.7,96,73,89,62,65.8,10,pepinfoService,Silver
184.75,92,4.7,97,73,78,84,1.75,4,Euro42,Silver
133,92,0.8,92,80,78,78,18.25,91,ProductInfo,Bronze
100,94,36.3,98,73,100,84,1,1,SoapingService,Bronze
115,83,24.6,84,73,100,84,5,5,TNM_Elevation_Service,Bronze
1648.5,74,3.8,74,83,89,91,265.5,57,PersonalizationService,Platinum
196,83,32.8,84,83,89,91,3,57,codecoloring_service,Silver
229.78,16,11.6,17,72,78,86,3.19,58,AffiliateService,Gold
234.6,50,10,51,83,89,91,3.4,64,AffiliateService,Gold
996,83,14,84,83,89,91,59,64,FpMLConversion,Platinum
1078.33,84,5.8,84,72,78,86,92.33,63,FpMLConversion,Platinum
1238.17,47,3.4,47,72,78,86,43.45,64,FpMLConversion,Platinum
203,72,22.1,72,83,89,91,3,58,IMucsService,Silver
118.33,91,11.1,97,73,78,84,7,3,newcpgseekService,Bronze
134.33,97,6.9,99,73,78,84,8.66,10,newcpgseekService,Bronze
142,89,6.8,96,73,78,84,11,6,newcpgseekService,Bronze
42.5,72,13.1,72,73,78,84,3.5,8,RouteCalSrv2Service,Bronze
46,72,15.4,72,73,78,84,3,4,RouteCalSrv2Service,Bronze
124.17,94,2.1,98,73,100,80,30.84,37,RateCalculatorService,Bronze
284.95,61,5.2,61,60,78,69,101.19,86,IndianAddressVerification,Gold
184.5,90,9.4,97,60,78,69,33.62,88,FpMLValidation,Silver
114.5,95,14.2,99,67,78,77,0.6,93,periodictable,Bronze
446.23,90,6.2,97,60,78,79,1.08,93,AAIService,Platinum
423.17,86,6.2,95,60,78,74,141.95,96,QuranService,Platinum
126.83,100,15.7,100,67,78,77,1,93,LDAPService,Bronze
213.82,59,8.3,59,67,67,77,68.89,87,LDAPService,Silver
110,83,27.6,84,83,89,91,10,67,Registre,Bronze
302.75,89,7.1,90,73,78,80,187.75,32,fseqbootService,Gold
621.2,85,8.3,95,73,78,80,10,38,ProMLResolver,Platinum
1664.62,42,1,43,83,89,91,1337,1,GetSubjectElement,Platinum
303.2,51,5.6,51,83,89,91,6.6,37,decompImplementationService,Gold
572,83,14.8,84,83,89,91,6,40,SchemaWeb,Platinum
401.14,43,4.1,43,83,89,91,9.57,35,matcherService,Platinum
309,42,4.5,43,83,89,91,7.29,34,NewsServiceClient,Gold
308.5,56,6.2,56,83,89,91,7.25,31,CPP_Status_Request,Gold
896.67,63,4.8,63,83,89,91,505.67,40,KBBilledWebservice,Platinum
1069.5,71,3,72,83,89,91,744,36,AmazonHistoricalPricing,Platinum
311.25,56,7,56,83,89,91,7,24,zipinfo,Gold
416.33,46,5.1,46,83,89,91,6.33,7,ResidentialLookup,Platinum
332.5,71,11.8,72,83,89,91,4.5,39,InteropDef,Gold
300.5,72,11.8,72,83,89,91,7.5,34,FileService,Gold
356.75,56,7.5,56,83,89,91,8.75,36,GMPubSrvService,Platinum
361,50,6.5,51,67,100,77,181.6,9,xfrx,Platinum
2938.5,72,2.9,72,73,78,84,344.5,38,getJoke,Platinum
286,93,9.4,98,73,78,84,16,87,MorphologicalAnalysis_frontendService,Gold
137,86,8.6,86,73,78,84,2,8,EmailAddressValidator,Bronze
210.33,93,2.3,98,67,67,72,46.33,9,Batch,Silver
348.1,67,2.3,68,73,89,80,74.4,94,prettyseqService,Gold
